title,description,requirements,required_education,location
10908,4749,559,13,2509
8016,10419,2034,13,813
972,13179,11350,1,60
5781,3401,2732,5,2535
2152,3249,7822,1,1966
1603,1765,317,13,2875
10577,2578,10990,9,292
4454,1764,123,13,2904
6903,6128,11968,13,140
5167,2239,9176,13,813
7340,408,11968,13,2611
163,7108,11968,13,2734
1295,1084,7183,4,1670
7380,10370,9068,13,1703
142,13814,9540,13,888
6454,10634,2687,5,625
767,4011,6029,1,2539
8399,6642,768,9,2482
8710,10359,2549,1,2938
3364,8737,8453,13,1042
4454,1759,123,13,2834
4080,7908,9901,1,2044
1661,7211,6077,13,600
614,13552,3477,9,703
4767,1071,2944,1,1650
4323,13111,2870,1,2967
7217,7722,37,1,1439
11192,6397,4575,1,776
6666,4336,11968,1,1627
10622,7879,3720,13,2051
10659,13859,11231,9,2991
1830,12753,621,13,2482
6595,7748,6474,9,2535
463,7633,1765,0,1249
9819,12875,6749,13,2539
2259,14559,284,4,1676
7071,3092,7847,1,2535
4913,10974,3970,1,2535
2914,1239,7845,1,625
2210,10025,5404,4,2899
7214,7010,1875,13,1589
10861,7392,3064,1,2535
2148,7534,7129,4,1393
9229,13655,10353,13,822
6650,7184,11968,13,888
11027,10615,9149,1,1703
3320,14441,3107,1,625
3714,11586,4270,13,813
4081,7911,9901,1,3026
3274,12121,5636,13,2421
9569,1908,4561,9,877
3160,10741,7910,1,1247
3250,8221,6561,13,2421
4862,7753,638,1,1564
4080,7908,9902,1,1366
10272,11765,2083,13,1249
10770,13887,2830,13,1185
3116,3742,9940,5,2475
5051,10221,9035,13,1759
9495,12520,7433,13,813
10936,12442,4154,4,864
2727,10991,5211,13,1083
4200,3507,8855,5,2518
2461,3831,11167,1,625
4689,5297,5114,13,1772
3094,231,11968,13,2160
1786,945,8133,13,625
1031,9697,1499,13,1249
7385,7290,2347,4,1899
2463,3945,6674,5,813
543,4135,3444,1,1209
8675,9046,10258,13,625
9227,6830,1098,13,813
7596,7282,1796,13,1017
2372,5913,7043,3,1501
1861,1814,4997,9,776
6134,3752,6508,5,2475
5999,10257,2554,7,1753
7802,9552,6177,13,71
7379,10369,9075,1,1703
8142,12527,2553,13,3105
5995,10474,11427,9,600
3566,11538,10315,1,249
4067,9278,7173,1,487
8845,5902,11652,13,1557
10435,9304,3213,13,2304
6275,2544,9282,9,688
4292,2418,11092,13,600
7377,10370,9066,13,1703
7595,14395,339,1,2875
3452,8871,11968,1,1807
8679,475,11655,4,2535
2150,2196,10478,4,1217
1380,4563,10740,13,1249
519,7303,8946,9,1144
4299,8620,9856,1,813
11120,10619,9154,13,1703
8358,1511,6422,13,2231
2044,4609,6377,4,1650
6062,3392,900,1,776
2342,7543,1822,13,252
272,13013,2987,9,600
8450,6322,3756,7,2535
1688,6668,9937,13,1459
4454,1761,123,13,2879
8984,13623,10299,13,625
7904,1506,5737,13,2875
2173,8204,3004,1,1083
8431,5283,2965,1,2044
9023,12821,4957,1,958
9165,3243,10703,5,933
6276,2543,9283,9,688
6665,171,8570,13,846
5968,6568,1741,13,3105
6661,2670,7811,13,1686
1142,12197,9539,4,1564
10042,12200,9299,1,1072
3909,5368,3647,1,2259
3205,7918,9893,1,2737
5907,5139,4327,13,910
4107,3716,6382,13,2034
11104,6869,9226,13,109
1980,2651,3664,2,109
4252,3628,1601,4,2786
5306,2694,3779,1,2139
4365,1205,791,13,746
9510,14321,7494,13,625
7700,13911,7126,1,937
3093,5267,11968,13,492
4107,9350,3642,1,2259
10653,6157,9678,13,625
4250,8239,4382,2,1899
5736,10953,2447,13,1740
587,9345,3637,1,2259
3205,7918,9893,1,1641
5467,13377,7030,1,959
3206,7913,9907,1,1855
7220,2865,2836,13,2111
10834,10507,11829,13,1566
2144,11142,7471,0,1711
4846,11189,2527,0,1214
4322,11751,9166,5,619
10775,11140,9518,13,619
6058,10435,828,1,1579
489,2348,11968,1,1652
4994,10216,8992,13,1703
10586,6486,5081,1,276
3205,7918,9893,1,2233
3224,1993,11968,13,1312
541,1609,11968,13,1077
5034,7606,11968,13,857
3031,10145,8969,13,1759
7953,7561,9648,13,338
9361,11598,8274,4,2483
1767,11752,9934,0,619
7741,14405,9291,13,290
8649,3762,6536,5,2475
10050,1750,11891,9,2465
10060,1163,11968,13,1564
8862,1459,11968,13,1249
10339,12052,9629,1,2103
4014,3304,2492,9,2554
1496,5060,4261,13,1248
5835,8588,3294,1,1848
4987,10216,8995,13,1703
10183,1517,9836,13,2834
1025,13714,9439,1,2944
7504,2125,5515,1,199
4125,5135,10866,13,625
2263,6968,11968,4,1679
1135,527,363,13,928
4080,7908,9902,1,1359
1142,9856,4452,1,519
6005,2568,11676,4,119
6823,7500,9625,1,2961
7640,3672,5593,4,2811
7962,12052,9628,1,2096
5691,10794,6223,13,1216
5117,10967,3329,13,2666
5532,13679,11198,13,813
9430,10549,9110,13,1703
6077,13680,11193,13,813
8049,11295,1587,9,2974
8494,11350,11968,4,2734
759,11918,11968,13,181
751,4674,8585,0,2943
1900,11281,9423,9,2462
2346,1991,7348,13,1179
3205,7918,9893,1,1650
7002,4043,3679,4,2151
1813,2214,1671,9,801
8168,14421,4193,4,712
7488,10379,9085,13,1703
2198,9920,5397,4,2160
9229,2915,11968,13,813
3205,7918,9893,1,2231
6894,14423,10222,9,3099
2198,9986,5404,4,2535
3571,14399,9350,13,290
10575,2569,11968,13,1418
579,13465,5846,1,1515
7922,12975,358,1,1032
91,3577,11695,1,2834
9426,1904,11968,13,813
151,2234,4294,13,813
6031,6637,5503,9,2482
5641,4023,11500,9,596
310,2340,2454,13,1051
1320,2853,2032,13,813
8632,9141,219,13,625
8781,9257,11968,13,834
5823,7756,6555,4,1458
3204,7918,9893,1,2616
878,14058,3813,1,2536
11198,14048,3709,13,772
5053,10222,9034,13,1759
5549,8811,11968,13,2834
10908,163,58,13,772
7671,6935,7177,0,2431
3344,14174,4570,1,2535
5626,621,5680,4,1322
9882,12931,211,13,625
6300,12435,534,13,216
7666,6938,7176,0,2431
978,12050,4392,4,1930
7558,4039,9385,1,625
3206,7912,9907,1,3056
2677,14721,11800,1,813
11024,10616,9146,13,1703
9180,7385,9514,13,3040
5238,13667,11968,13,801
6109,601,9920,1,813
8519,1966,2115,1,1560
11167,3034,10850,13,216
3203,1992,7348,13,1179
5646,10237,9041,13,1703
11207,13426,7372,1,2482
10321,9520,1152,13,2272
5553,948,8075,13,2535
9438,14099,912,13,2774
6595,3040,3671,1,216
9670,13430,260,13,1214
7786,328,11968,13,2612
2199,9912,6244,4,2103
8730,12110,7519,1,917
8789,825,8265,13,1249
1639,9835,3522,1,623
6436,10306,3393,1,2904
8211,12345,11968,13,931
11017,14777,8339,1,1573
4261,6469,3734,13,146
347,6321,721,1,2535
7542,10383,9088,13,1703
7733,2131,4845,13,600
8343,11848,10497,13,539
4098,10188,8978,13,1703
6150,4239,10723,13,2278
1142,7351,11251,9,1083
633,9772,3435,1,2408
9550,741,8528,1,772
355,13388,3655,4,2575
2258,11988,4442,4,1807
471,1260,11968,13,2544
355,13388,3655,4,2480
5383,10147,11257,13,225
5645,10236,9040,13,1703
532,13389,3655,4,2552
355,13287,3656,4,2560
10205,10831,9285,13,2529
2551,5657,7743,1,1049
532,13388,3655,4,2489
5026,10216,9008,13,1703
3960,5778,11968,4,1560
2482,13185,11332,1,60
3335,8452,10611,1,2535
8578,11964,51,9,2888
1207,13291,7680,5,2853
8578,11962,51,9,2832
8578,11966,51,9,2904
1569,3477,6666,13,2611
4987,10216,9013,13,1703
2009,2844,10491,13,625
8653,8847,3589,1,1202
4010,4938,11608,9,296
2549,13699,7938,13,2892
329,3815,178,9,2535
2312,694,2195,1,1573
331,3815,178,9,3007
3345,4160,460,0,1724
10921,1722,11968,13,75
6824,6470,11968,13,2240
3769,8593,9798,13,81
8818,10655,4921,9,813
4461,9235,4861,13,511
4948,3408,8689,5,2535
1944,6240,3316,1,1389
2258,12051,1686,4,1786
2606,13060,2711,13,367
3331,13082,2328,4,2093
8514,13731,9437,9,2954
5013,10216,9004,13,1703
9822,6060,9926,13,3020
7981,11368,8520,9,1249
4996,10216,8994,13,1703
7054,14028,10941,13,598
3354,2730,778,9,1419
5556,1189,8431,13,166
3331,13082,2328,4,2670
10671,7514,1862,13,104
9374,5256,11968,13,1249
8979,7743,7004,1,1573
5824,11308,6955,9,2974
11138,8102,5630,9,1383
7667,12639,2767,1,1452
1310,10266,1915,1,216
11186,876,11968,13,1564
1512,3399,902,1,776
11013,10174,3808,9,834
9630,11039,9884,13,205
8695,10495,6401,13,813
1426,2245,1346,13,1379
272,12609,1170,1,1083
4809,7796,8819,1,125
8426,5809,11848,13,0
3205,7918,9893,1,2790
9975,11239,2364,13,2304
10422,3539,11737,1,916
8437,7159,9882,1,813
9602,7532,6644,4,1393
9901,2985,2795,13,296
1421,5197,11968,13,2191
7559,657,11968,5,788
2314,931,6441,9,296
5409,6215,6766,13,813
8525,1136,11549,13,106
11173,14286,5310,13,813
4466,4940,11968,13,2998
1057,9794,8949,13,1759
6538,7725,3035,1,0
228,2442,509,4,481
2448,10955,8935,4,383
5177,11907,1782,5,801
1411,12827,11968,13,1248
7360,10370,9069,13,1703
3894,13165,11440,9,367
1362,14151,8741,0,2564
11222,119,2112,9,646
1742,2882,11968,13,1899
8765,2388,11968,13,1978
3297,7801,847,1,2822
6757,724,3501,5,7
5381,170,6211,13,813
3922,11791,1838,13,1083
6546,9450,4685,1,1063
8516,7703,11753,1,1560
5042,2679,11311,1,1234
8694,6589,9777,13,1619
9495,10333,1633,13,625
11128,5164,3612,9,294
2530,3047,8137,13,2901
6772,9682,8329,1,1674
6426,2091,11968,13,2005
9650,12048,6209,0,763
11219,14677,6147,1,1807
3276,14201,4210,4,2811
6903,6414,448,9,943
9828,14052,5564,1,2329
3226,10775,7707,1,2535
8405,3079,8515,13,2535
7086,9848,11274,13,222
7717,6294,6394,1,1058
6310,3561,10810,1,1564
10400,4738,7779,13,625
1404,11734,2397,10,662
8166,1879,7368,13,813
8909,5818,4762,5,2875
8141,13555,1573,1,3105
3331,13082,2326,4,2103
8041,2634,2217,13,1899
6469,7379,7541,1,885
7408,12445,7784,13,216
7854,3619,11968,13,1489
2258,1504,2341,4,1487
230,6375,11968,13,2044
1414,5215,11968,4,2150
9959,11208,11884,13,2075
5268,6482,3665,1,2877
1521,13336,3365,13,625
8581,4041,409,1,1508
1915,2467,4264,4,296
587,686,11968,13,625
849,2699,2572,13,2853
4414,3769,6533,5,2475
8028,9861,4452,1,519
4081,7920,9901,1,1654
9301,7180,9810,13,2134
9650,12048,6209,0,590
4537,8764,5697,13,2955
10089,10565,9117,13,1759
5462,6207,10806,1,1217
5020,10216,9006,13,1703
7003,7949,3677,4,2139
1445,5212,11968,13,2146
7664,1429,9196,1,1703
2198,14623,5404,4,1787
8846,9630,5976,13,1249
4838,1886,1698,13,3042
3704,6676,7174,4,2385
3954,12246,7220,4,2971
10249,1962,11269,13,222
9495,9269,8572,13,1137
6894,687,11968,13,367
10485,1496,1269,1,954
7007,1717,376,9,2818
10099,10569,9121,13,1703
5299,14708,11780,1,805
1852,6957,9401,9,625
7383,2697,11968,13,210
6119,6277,2803,7,2535
8824,101,10285,13,1249
6119,6277,2803,7,2535
2538,9505,5720,13,143
3997,10181,8972,13,1759
9251,102,10283,13,1249
3733,2758,11968,13,813
5822,5995,11968,0,1504
11101,6348,9573,13,27
9218,2564,11968,13,3105
3205,7919,9893,1,1458
492,12728,11954,13,1592
123,13170,11968,13,1560
10268,8609,10043,13,426
9628,12082,944,13,2760
10182,13089,7155,1,813
1535,11802,7967,5,2270
3747,12005,4295,9,684
9461,4077,11968,1,1248
10258,11122,11298,13,222
10170,12329,11968,9,541
2072,1279,10964,13,296
11098,12893,2658,13,41
6408,1782,1283,9,706
4211,1125,11287,13,1058
10012,6119,1463,13,703
10359,7058,7029,13,959
6097,1878,309,13,813
10016,2235,9182,13,813
2025,9330,11968,13,2304
4080,7908,9902,1,2877
5536,4056,7170,1,487
7748,11671,3217,1,259
6773,12471,1068,1,1446
3800,1641,10525,1,216
3205,7918,9893,1,2745
528,10548,9113,1,1703
587,2851,1817,1,801
2199,10059,5404,4,1610
4387,5054,11968,13,635
1120,6692,8736,1,367
468,8252,5017,4,1678
6138,5558,4103,13,2754
7366,10370,9061,13,1703
7516,278,11968,13,1899
3880,1624,2393,4,2687
6969,11875,3405,4,3027
10357,6111,6383,1,1208
9495,144,2643,13,1160
4090,10189,8975,13,1703
3556,5694,11968,13,156
5632,7791,5682,13,125
5585,13488,10757,13,1899
3714,13615,1357,13,367
1226,434,11968,13,1899
11119,10619,9153,13,1703
9303,3580,4381,13,1899
5503,12344,9948,13,1753
2710,4581,8859,1,1487
9431,10549,9111,13,1703
4348,8415,10823,5,625
7652,7438,11968,13,526
2466,7131,7703,13,813
4809,7677,8179,9,125
3313,7329,11968,13,523
806,5175,1884,13,1441
5866,5178,2113,13,1441
5979,10626,9919,13,813
181,11535,10328,9,367
4238,14404,9319,13,290
8472,1883,6233,1,872
10276,9669,8891,13,1703
2014,6355,2224,1,872
406,9754,8164,1,2670
3111,12758,1743,13,809
1435,5198,11968,13,2143
1420,5217,11968,4,2161
9495,435,11968,13,2612
9904,1552,8926,13,2711
6519,6739,6663,1,3105
2199,9901,5423,4,1899
7015,5987,11968,4,1504
7717,12453,804,1,1177
9228,8427,10601,1,625
10454,12836,3073,13,1958
10998,12497,3446,1,813
4343,5047,1482,9,625
10347,5560,9859,1,813
10739,10604,9133,13,1703
3790,5734,4683,1,71
2531,10368,6929,13,2901
5457,2057,11968,13,3105
6905,5928,10440,13,1182
618,7872,3807,9,2482
7292,13746,2004,13,813
9496,8382,6830,1,948
7596,6000,10727,13,2370
1463,5559,4370,13,1899
5578,14774,2852,13,2595
9540,12457,6365,13,1787
4701,8080,3711,9,1189
11125,7515,9357,13,104
2828,5234,2009,1,2024
10105,9633,8878,13,1703
5318,15,13,13,772
6959,4769,506,4,402
6896,13882,10230,13,1083
7261,10360,6943,13,1899
6058,2251,8880,1,1899
5008,10216,9000,13,1703
8459,9012,4492,13,789
7502,6001,11968,4,1504
3265,4711,11968,4,1650
8941,1892,181,13,3082
4596,5388,11968,13,3105
3058,13323,11968,13,1249
36,14489,6724,13,2370
6062,3393,901,1,2535
1922,13604,10261,1,625
4081,7920,9901,1,2748
2769,2065,4930,13,1214
6056,2738,9759,1,1560
1923,5662,11968,13,367
4081,7920,9901,1,2747
602,7265,749,13,3007
11116,10619,9152,13,1703
2863,14690,4710,2,1620
3945,14243,5591,4,343
8405,3072,2850,13,600
5862,12760,10035,1,625
10921,9821,9761,1,1560
8946,7433,7674,13,2440
6827,5911,1698,13,1972
8433,769,10791,13,1560
4116,10190,8979,1,1703
1052,12222,11968,13,3105
1740,9837,8961,13,1759
9408,5068,1228,13,834
3856,972,11033,13,1564
10127,6710,7631,4,2894
10248,1926,4863,1,813
4846,5286,2514,0,1249
946,7275,2006,1,2687
5815,8290,1452,4,2877
11209,14463,3182,13,1909
8034,89,8345,9,274
875,7270,7492,13,81
10498,12114,886,9,2482
310,1134,625,13,1564
2484,12216,5906,13,216
11036,1646,3740,4,2681
10130,14553,11461,13,1718
9439,10631,2398,1,625
10765,1169,5560,13,888
4390,2781,8375,13,243
11203,12762,4878,1,216
4134,12312,5519,1,273
7865,8341,1858,4,1236
6135,10726,5681,9,167
4625,13259,11376,1,228
9863,14476,4702,13,2044
6073,7771,9272,6,125
3567,3481,7764,13,1206
10499,11629,8647,1,2045
10442,14680,11968,1,296
661,6960,3854,9,625
1161,1755,4756,4,2772
7628,4094,4116,1,1412
3467,5660,7691,13,1049
2991,13919,1298,13,217
6637,12900,11968,13,2754
3884,477,5615,13,2672
11210,12716,9402,13,1763
5028,10215,9021,1,1703
2819,13457,953,13,3105
2258,11988,4442,4,1487
3566,12778,871,1,813
7690,1716,11968,13,1184
1738,13703,7795,1,2462
5208,13271,8616,9,459
7772,14437,11025,1,616
7627,12035,6787,1,1412
10499,14438,2969,1,616
9428,10549,9112,13,1759
3801,2167,11968,13,1526
8691,65,141,13,2618
5572,14744,3465,1,1084
7276,6706,396,13,650
8633,6817,2373,13,807
10465,14778,8553,1,2304
2074,2761,9574,13,20
10163,2165,933,1,1249
11147,6474,11968,13,2070
9758,14771,8297,1,1804
8220,8909,8552,1,2358
6470,2877,11968,13,1308
1813,5903,1868,10,625
4913,5488,10160,5,187
7653,2643,4667,4,612
6461,2890,1213,4,2572
7413,1792,3017,13,640
2463,1823,5072,13,640
10990,3528,5273,13,813
7085,9851,11212,13,222
769,776,3627,5,1396
471,14691,11968,13,2545
5019,10216,8989,13,1703
1937,5125,11968,1,2969
8745,4012,6030,1,2535
2024,311,11968,13,1808
5003,10216,8996,13,1703
526,9331,11968,13,2335
10696,84,10094,9,480
4935,7850,3969,1,2629
292,2945,1229,1,625
5047,10220,9033,13,1759
3331,13081,2329,4,2663
6815,7340,11968,13,1080
10576,6335,11968,13,283
7822,6738,280,1,1612
10511,13009,7448,13,2929
7043,715,7626,4,1268
6391,5259,3918,13,2407
5945,6673,11968,13,2612
3723,7764,11968,13,1899
2144,5937,7489,13,252
7806,14361,6083,13,72
8824,3846,11163,1,636
9225,6820,2601,13,807
1813,14314,1685,13,625
10999,11847,10498,13,776
5501,8584,7310,1,1848
8483,12166,3432,13,1567
9835,5797,7599,1,2498
10967,9849,11266,13,222
5496,6501,7449,9,1736
4338,5687,8162,13,625
2179,7407,1373,13,1249
450,8003,6323,9,2535
9613,13987,11968,13,473
2589,11001,11968,13,1750
197,5828,2573,13,1056
5016,10215,9024,1,1703
757,4148,6379,0,2139
3754,3848,8673,9,1092
4752,2200,1518,0,2080
4022,5132,3738,13,166
1303,209,11968,13,2270
9407,10808,5789,1,896
7169,6428,6131,4,3045
5912,2361,2296,1,2853
6065,1331,1498,13,216
521,8318,404,1,1232
2832,8335,2282,1,1807
6392,5260,11480,13,2404
2050,8898,8795,10,625
6139,5558,4103,13,3063
5744,6584,11968,0,2875
10228,2116,10204,1,2535
4481,3194,11968,13,2998
2434,8286,1459,4,2908
8976,7759,5238,13,367
2490,11840,1579,0,1703
6894,13910,11501,1,1052
9888,924,11968,13,1564
9868,3245,5619,13,2604
6005,5543,4478,1,1564
5517,9126,2350,1,2304
3665,12853,9802,13,216
1108,4636,11968,13,3105
5012,10216,9002,13,1703
8917,12463,1521,13,3105
7945,8596,67,1,1589
4920,12665,391,1,1871
8416,2868,908,1,2535
5598,14434,10115,1,891
3322,7364,7722,1,872
450,11333,6274,4,1485
686,13421,7386,1,2482
3373,13815,2302,1,1564
8145,5152,10837,9,1158
7216,3756,9958,5,2475
10908,13804,10488,13,1231
7491,10379,9083,13,1703
3754,14285,5320,13,814
10411,6061,7478,13,252
469,4298,1042,1,2535
2371,7522,11968,13,2596
457,11394,8519,9,1791
6977,8309,11968,13,3105
5692,10238,9042,13,1759
8292,8119,3315,1,2369
9429,10549,9109,13,1703
5433,6053,3457,13,786
3209,11642,9970,13,1249
5533,7182,11044,1,625
4920,13023,7378,1,290
4206,10960,4186,13,352
10019,6688,5747,9,1899
1216,3475,9834,13,168
123,66,4780,1,2400
2646,7527,6992,13,70
8660,12872,6732,1,174
5000,10216,8989,13,1703
1344,2893,11842,2,2469
7596,9204,8385,13,2746
10844,1500,11968,1,2971
1500,5095,100,13,1762
10855,13999,8800,9,527
633,2083,8267,13,2304
3731,13818,10549,13,2943
334,9746,4987,13,1044
11023,10616,9145,13,1703
6058,6959,1361,1,625
4696,1068,9814,13,1249
3743,5079,10226,9,625
2318,6078,413,1,2834
371,13338,9516,13,38
2776,14545,6231,5,3105
10908,13803,10488,13,1220
10212,11446,4070,13,474
432,11040,9453,13,38
3602,8883,9056,1,891
10908,13804,10488,13,81
1988,5776,7304,13,1325
804,454,11968,13,1267
4878,7991,11684,4,3105
2662,5455,10604,13,487
8406,7101,3154,1,1621
1412,9153,1552,13,2200
4411,14252,11174,13,1564
7347,2498,6389,13,69
11173,14432,1878,13,850
6242,3770,6525,5,2475
198,7363,4743,4,872
1487,2740,11968,13,38
7410,11540,3058,13,367
5431,13656,10352,13,822
855,2331,7019,1,2398
10302,9712,729,13,1488
3206,11759,9912,1,1787
9704,1912,1702,13,13
10306,5779,351,13,1383
8606,12797,9407,13,2535
8699,9496,2476,13,268
2395,5905,6258,1,1249
3299,5888,11968,13,1687
6860,7639,6126,1,1249
2623,13547,10306,13,1245
3881,1669,2384,4,2687
7810,5257,1804,4,300
3933,9233,8250,13,816
8507,10826,4410,13,799
765,6205,11968,1,2535
10921,108,2739,1,1820
3206,7913,9907,1,2232
1541,9197,8956,13,296
2210,10054,6144,4,1787
2582,13538,5707,9,1366
10250,12817,10113,9,625
9081,13406,7383,1,2482
1142,14120,9598,1,2535
6376,3663,1477,4,2934
3345,8683,3567,13,1592
7319,14295,4791,1,1248
9955,2003,10672,1,1148
9073,5024,6647,11,872
4895,9542,8207,9,1807
7632,5590,2123,13,1564
3506,4528,8710,1,1807
8329,841,706,1,1466
3714,2850,6565,1,948
3800,1225,11968,13,1564
2606,1223,651,13,1564
997,1352,1576,9,982
2332,11249,1399,1,625
1698,2835,10471,9,1058
4081,7920,9901,1,2811
9819,12874,6216,13,2535
7105,7832,7458,4,1852
8701,4172,11968,13,1248
6884,1081,7180,13,1651
5581,7867,8068,9,367
6043,12914,6909,7,2482
1594,1826,1688,13,2256
8435,3849,3181,13,625
10007,4132,7979,13,1703
9586,2972,11968,13,253
4003,11672,3459,4,306
9281,1516,10528,13,600
6561,4615,8782,13,1063
8382,990,3617,13,1703
2258,12612,1266,13,1806
7374,10370,9065,13,1703
9489,2690,4529,7,2535
450,1982,3828,13,813
4023,2142,5048,9,290
3911,8483,10378,13,164
5736,5332,2450,13,1737
9951,10771,5787,13,813
2208,9986,5404,4,2535
5736,5332,2449,13,1758
7499,7480,7505,13,2666
857,9380,2427,13,1714
4058,10809,4513,13,367
2396,10106,3976,1,2834
4094,10188,8976,13,1703
391,672,1024,13,813
5709,4461,5953,1,813
1977,11148,1591,13,102
8514,13730,9437,1,2954
10151,12696,11505,4,216
3730,9200,4677,1,2875
7737,10814,2709,1,367
6094,4505,7044,13,3105
10104,9632,8877,13,1703
7767,10397,599,9,2734
1345,3492,2629,4,2826
8737,65,282,1,1119
6729,1787,2147,1,1451
7406,3440,6479,13,1526
10748,10603,9141,1,1703
4832,14419,8419,13,265
7096,13772,3950,13,519
1784,6533,1677,13,1899
6898,3941,2913,13,1383
8434,162,59,13,771
3393,58,11968,13,1248
6888,13661,3523,13,788
5327,4544,8808,13,487
2020,12522,158,1,821
11021,10616,9144,13,1703
9024,7859,4782,1,1809
9360,11597,8274,4,1759
89,6478,609,13,2402
9711,9608,3185,1,3007
2609,7647,7865,9,625
6399,6336,11968,13,2469
3844,12077,859,4,1763
4006,5871,11968,13,2875
4575,8281,1807,1,2535
3387,9255,11968,13,834
7373,10370,9064,13,1703
10942,7695,1969,1,1560
1367,11292,6956,9,2974
7526,14060,4048,13,295
4824,5555,5542,1,1703
7246,11396,2380,1,1249
6193,11822,3916,13,367
10085,11099,4193,13,350
7413,12705,5581,13,2539
